Table,Category,Variable Name,Variable Description,Other Details,
5,Current and Potential Life-threatening Diseases,WTSSCH2Y,Surplus specimen 2 year weights C for 2013-2014,"['SSFLRT_H', 'Flame Retardant Metabolites - Urine (Surplus)', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SEQN,Respondent sequence number.,"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSBPFOA,Branch isomers-perfluorooctanoate (ng/mL),"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSBPFOAL,Branch isomers-perfluorooctanoate Cmt cd,"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSEPAH,2(N-ethyl-perfluor sulfon)ac.acid(ng/mL),"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSEPAHL,2(N ethyl-perfluor sulfon)ac.acid Cmt cd,"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSMPAH,2(N-methyl-perfluor sulfon)acid (ng/mL),"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSMPAHL,2(N-methyl-perfluor sulfon)ac.acid Cmt cd,"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSMPFOS,Monomethyl br. isomers of PFOS (ng/mL),"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSMPFOSL,Monomethyl br. isomers of PFOS cmt cd,"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSNPFOA,Linear perfluorooctanoate (ng/mL),"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSNPFOAL,Linear perfluorooctanoate Cmt Code,"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSNPFOS,Linear perfluorooctane sulfonate( ng/mL),"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSNPFOSL,Linear perfluorooctane sulfonate cmt cd,"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSPFBS,Perfluorobutane sulfonic acid (ng/mL),"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSPFBSL,Perfluorobutane sulfonic acid Cmt code,"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSPFDE,Pefluorodecanoic acid (ng/mL),"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSPFDEL,Pefluorodecanoic acid (ng/mL) Cmt code,"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSPFDO,Perflurododecanoic acid (ng/mL),"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSPFDOL,Perflurododecanoic acid Cmt code,"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSPFHP,Perfluoroheptanoic acid (ng/mL),"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSPFHPL,Perfluoroheptanoic acid Cmt code,"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSPFHS,Perfluorohexane sulfonic acid (ng/mL),"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSPFHSL,Perfluorohexane sulfonic acid Cmt code,"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSPFNA,Perfluorononanoic acid (ng/mL),"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSPFNAL,Perfluorononanoic acid Cmt code,"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSPFSA,Perfluorooctane sulfonamide (ng/mL),"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSPFSAL,Perfluorooctane sulfonam Cmt code,"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSPFUA,Perfluoroundecanoic acid (ng/mL),"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SSPFUAL,Perfluoroundecanoic acid Cmt cd,"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,WTSSPH2Y,Surplus specimen SSPFAC_H 2 year weights,"['SSPFAC_H', 'Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SEQN,Respondent sequence number.,"['HCAA_H', 'Heterocyclic Aromatic Amines - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDAACLC,"2-Amino-9H-pyrido[2,3-b]indole (A-a-C) Comment Code","['HCAA_H', 'Heterocyclic Aromatic Amines - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDGP1LC,"2-Amino-6-methyldipyrido[1,2-a:3',2'-d]imidazole (Glu-P-1) Comment Code","['HCAA_H', 'Heterocyclic Aromatic Amines - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDGP2LC,"2-Aminodipyrido[1,2-a:3',2'-d] imidazole (GLU-P-2) Comment Code","['HCAA_H', 'Heterocyclic Aromatic Amines - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDHMLC,Harman (pg/mL) Comment Code,"['HCAA_H', 'Heterocyclic Aromatic Amines - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDIQLC,"2-Amino-3-methylimidazo[4,5-f]quinoline (IQ) (pg/mL)","['HCAA_H', 'Heterocyclic Aromatic Amines - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDMACLC,"2-Amino-3-methyl-9H-pyriodo[2,3-b]indole (MeA-a-C) Comment Code","['HCAA_H', 'Heterocyclic Aromatic Amines - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDNHMLC,Norharman (pg/mL) Comment Code,"['HCAA_H', 'Heterocyclic Aromatic Amines - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDPHPLC,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine  (PhlP) Comment Code","['HCAA_H', 'Heterocyclic Aromatic Amines - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDTP1LC,"3-Amino-1,4-dimethyl-5H-pyrido[4,3-b]indole (Trp-P-1) Comment Code","['HCAA_H', 'Heterocyclic Aromatic Amines - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDTP2LC,"1-Methyl-3-amino-5H-pyrido[4,3-b]indole (Trp-P-2) Comment Code","['HCAA_H', 'Heterocyclic Aromatic Amines - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXAAC,"2-Amino-9H-pyrido[2,3-b]indole (A-a-C) (pg/mL)","['HCAA_H', 'Heterocyclic Aromatic Amines - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXGLP1,"2-Amino-6-methyldipyrido[1,2-a:3',2'-d]imidazole (Glu-P-1) (pg/mL)","['HCAA_H', 'Heterocyclic Aromatic Amines - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXGLP2,"2-Aminodipyrido[1,2-a:3',2'-d] imidazole (GLU-P-2) (pg/mL)","['HCAA_H', 'Heterocyclic Aromatic Amines - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXHM,Harman (pg/mL),"['HCAA_H', 'Heterocyclic Aromatic Amines - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXIQ,"2-amino-3-methyl-3H-imidazo[4,5-f]quinolone  (IQ) (pg/mL)","['HCAA_H', 'Heterocyclic Aromatic Amines - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXMAAC,"2-Amino-3-methyl-9H-pyriodo[2,3-b]indole (MeA-a-C) (pg/mL)","['HCAA_H', 'Heterocyclic Aromatic Amines - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXNHM,Norharman (pg/mL),"['HCAA_H', 'Heterocyclic Aromatic Amines - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXPHIP,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine  (PhlP) (pg/mL)","['HCAA_H', 'Heterocyclic Aromatic Amines - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXTRP1,"3-Amino-1,4-dimethyl-5H-pyrido[4,3-b]indole (Trp-P-1) (pg/mL)","['HCAA_H', 'Heterocyclic Aromatic Amines - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXTRP2,"1-Methyl-3-amino-5H-pyrido[4,3-b]indole (Trp-P-2) (pg/mL)","['HCAA_H', 'Heterocyclic Aromatic Amines - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,WTSA2YR,Subsample A Weights,"['HCAA_H', 'Heterocyclic Aromatic Amines - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SEQN,Respondent sequence number.,"['HCAAS_H', 'Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDAACLC,"2-Amino-9H-pyrido[2,3-b]indole (A-a-C) Comment Code","['HCAAS_H', 'Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDGP1LC,"2-Amino-6-methyldipyrido[1,2-a:3',2'-d]imidazole (Glu-P1) Comment Code","['HCAAS_H', 'Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDGP2LC,"2-Aminodipyrido[1,2-a:3',2'-d] imidazole (GLU-P2) Comment Code","['HCAAS_H', 'Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDHMLC,Harman (pg/mL) Comment Code,"['HCAAS_H', 'Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDIQLC,"2-Amino-3-methylimidazo[4,5-f]quinoline (IQ) (pg/mL)","['HCAAS_H', 'Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDMACLC,"2-Amino-3-methyl-9H-pyriodo[2,3-b]indole (MeA-a-C) Comment Code","['HCAAS_H', 'Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDNHMLC,Norharman (pg/mL) Comment Code,"['HCAAS_H', 'Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDPHPLC,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine  (PhIP) Comment Code","['HCAAS_H', 'Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDTP1LC,"3-Amino-1,4-dimethyl-5H-pyrido[4,3-b]indole (Trp-P-1) Comment Code","['HCAAS_H', 'Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDTP2LC,"1-Methyl-3-amino-5H-pyrido[4,3-b]indole (Trp-P-2) Comment Code","['HCAAS_H', 'Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXAAC,"2-Amino-9H-pyrido[2,3-b]indole (A-a-C) (pg/mL)","['HCAAS_H', 'Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXGLP1,"2-Amino-6-methyldipyrido[1,2-a:3',2'-d]imidazole (Glu-P1) (pg/mL)","['HCAAS_H', 'Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXGLP2,"2-Aminodipyrido[1,2-a:3',2'-d] imidazole (GLU-P2) (pg/mL)","['HCAAS_H', 'Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXHM,Harman (pg/mL),"['HCAAS_H', 'Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXIQ,"2-amino-3-methyl-3H-imidazo[4,5-f]quinolone (IQ) (pg/mL)","['HCAAS_H', 'Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXMAAC,"2-Amino-3-methyl-9H-pyriodo[2,3-b]indole (MeA-a-C) (pg/mL)","['HCAAS_H', 'Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXNHM,Norharman (pg/mL),"['HCAAS_H', 'Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXPHIP,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine  (PhIP) (pg/mL)","['HCAAS_H', 'Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXTRP1,"3-Amino-1,4-dimethyl-5H-pyrido[4,3-b]indole (Trp-P-1) (pg/mL)","['HCAAS_H', 'Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXTRP2,"1-Methyl-3-amino-5H-pyrido[4,3-b]indole (Trp-P-2) (pg/mL)","['HCAAS_H', 'Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,WTFSM,Two-year smoking weights,"['HCAAS_H', 'Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,LBDHCI,Hepatitis C Antibody (confirmed),"['SSHEPC_H', 'Hepatitis C: Confirmed Antibody (INNO-LIA)', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SEQN,Respondent sequence number.,"['SSHEPC_H', 'Hepatitis C: Confirmed Antibody (INNO-LIA)', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,LBDMMALC,Methylmalonic Acid comment code,"['MMA_H', 'Methylmalonic Acid', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,LBXMMASI,Methylmalonic Acid (nmol/L),"['MMA_H', 'Methylmalonic Acid', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SEQN,Respondent sequence number.,"['MMA_H', 'Methylmalonic Acid', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SEQN,Respondent sequence number.,"['UVOC_H', 'Volatile Organic Compound (VOC) Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URD1DCLC,"N-acetyl-S-(1,2-dichlorovinyl)-L-cysteine comment code","['UVOC_H', 'Volatile Organic Compound (VOC) Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URD2DCLC,"N-acetyl-S-(2,2-dichlorovinyl)-L-cysteine comment code","['UVOC_H', 'Volatile Organic Compound (VOC) Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URD2MHLC,2-methylhippuric acid comment code,"['UVOC_H', 'Volatile Organic Compound (VOC) Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URD34MLC,3-methylhippuric acid & 4-methylhippuric acid comment code,"['UVOC_H', 'Volatile Organic Compound (VOC) Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
